locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_0753,PP_0753,,870568,871152,585,+,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,PP_0753,
PP_0754,PP_0754,,871227,871538,312,-,conserved protein of unknown function,No COG annotation,PP_0754,
PP_0755,PP_0755,,871606,871854,249,+,conserved protein of unknown function,No COG annotation,PP_0755,
PP_0756,PP_0756,,871890,873161,1272,-,conserved protein of unknown function,Lipid transport and metabolism,PP_0756,
PP_0757,PP_0757,,873182,873367,186,+,conserved protein of unknown function,Function unknown,PP_0758-PP_5457-PP_0757,
PP_5457,PP_5457,,873367,873627,261,+,conserved protein of unknown function,Function unknown,PP_0758-PP_5457-PP_0757,
PP_0758,PP_0758,,873643,874263,621,+,conserved protein of unknown function,Function unknown,PP_0758-PP_5457-PP_0757,
PP_0759,PP_0759,,874422,875261,840,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0759,
PP_0760,PP_0760,,875307,875891,585,-,conserved membrane protein of unknown function,Function unknown,PP_0760,
PP_0761,rsmC,,876160,877158,999,-,Ribosomal RNA small subunit methyltransferase C,"Translation, ribosomal structure and biogenesis",rsmC-PP_mr65,
PP_0762,hprA,,877213,878178,966,-,Glycerate dehydrogenase,Energy production and conversion,hprA,
PP_0763,PP_0763,,878472,880154,1683,+,Medium-chain-fatty-acid CoA ligase,Lipid transport and metabolism,PP_0763,
PP_0765,PP_0765,,880486,882372,1887,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0766-PP_0765,
PP_0766,PP_0766,,882398,883762,1365,+,conserved exported protein of unknown function,Function unknown,PP_0766-PP_0765,
PP_0767,PP_0767,,884090,886807,2718,+,"Transcriptional regulator, LuxR family",Transcription,PP_0767,
PP_0768,PP_0768,,886967,888574,1608,+,Response regulator/TPR domain protein,Signal transduction mechanisms,PP_0769-PP_0768,
PP_0769,PP_0769,,888571,889263,693,+,Sensor histidine kinase,Signal transduction mechanisms,PP_0769-PP_0768,
PP_0770,PP_0770,,889457,889711,255,+,PemI-like protein,Signal transduction mechanisms,PP_0772-chpB-PP_0770,
PP_0771,chpB,,889708,890055,348,+,mRNA interferase,Signal transduction mechanisms,PP_0772-chpB-PP_0770,
PP_0772,PP_0772,,890074,890718,645,+,Metallo-beta-lactamase family protein,Function unknown,PP_0772-chpB-PP_0770,
PP_0773,yiaD,,890837,891547,711,+,OmpA/MotB domain-containing protein,Cell wall/membrane/envelope biogenesis,yiaD,
PP_0774,pta,,891627,893714,2088,-,Phosphate acetyltransferase,Energy production and conversion,PP_0775-pta,
PP_0775,PP_0775,,893746,894048,303,-,conserved protein of unknown function,"Translation, ribosomal structure and biogenesis",PP_0775-pta,
PP_0776,slyD,,894047,894532,486,+,FKBP-type peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,slyD,
PP_0777,PP_0777,,894678,895160,483,+,Glutathione peroxidase,"Post-translational modification, protein turnover,and chaperones",PP_0777,
PP_0778,PP_0778,,895224,896414,1191,-,"Glycosyl transferase, group 1 family protein",Cell wall/membrane/envelope biogenesis,PP_0778,
PP_0779,PP_0779,,896569,897909,1341,+,Methyl-accepting chemotaxis transducer/sensory box protein,Cell motility,PP_0779,
PP_0781,PP_0781,,898117,898452,336,+,conserved protein of unknown function,Function unknown,PP_0781,
PP_0782,PP_0782,,898925,899548,624,+,conserved protein of unknown function,Function unknown,PP_0782,
PP_0784,PP_0784,,899891,900508,618,+,conserved protein of unknown function,No COG annotation,PP_0784,
PP_0785,cysZ,,900553,901281,729,-,"putative cysZ protein, required for sulfate transport",Amino acid transport and metabolism,cysZ,
PP_0786,trxB,,901612,902574,963,+,thioredoxin reductase,Energy production and conversion,trxB,
PP_0787,nadC,,902650,903498,849,-,quinolinate phosphoribosyltransferase (decarboxylating) monomer,Coenzyme transport and metabolism,nadC,
PP_0788,PP_0788,,903742,905901,2160,+,conserved protein of unknown function,"Replication, recombination and repair",PP_0788,
PP_0789,ampD,,905990,906562,573,+,N-acetyl-anhydromuramyl-L-alanine-amidase,Defense mechanisms,PP_0790-ampD,
PP_0790,PP_0790,,906559,907389,831,+,Inner membrane protein AmpE,Defense mechanisms,PP_0790-ampD,
PP_0791,yjjV,,907434,908210,777,-,putative hydrolase,"Replication, recombination and repair",fruR-yjjV,
PP_0792,cra,,908213,909208,996,-,"catabolite repressor-activator, DNA-binding transcriptional dual regulator",Transcription,fruR-yjjV,
PP_0793,fruB,,909493,912345,2853,+,"Phosphotransferase system, fructose-specific EI/HPr/EIIA components",Carbohydrate transport and metabolism,fruB-fruK-fruA,
PP_0794,fruK,,912346,913293,948,+,1-phosphofructokinase monomer,Coenzyme transport and metabolism,fruK,
PP_0795,fruA,,913290,915032,1743,+,fructose PTS permease - IIBC component,Carbohydrate transport and metabolism,fruA,
PP_0796,PP_0796,,915180,915467,288,-,conserved protein of unknown function,Function unknown,PP_0796,
PP_0797,PP_0797,,915540,916079,540,+,conserved protein of unknown function,Function unknown,PP_0797,
PP_0798,PP_0798,,916076,917566,1491,-,GGDEF domain protein,Signal transduction mechanisms,PP_0798,
PP_0799,opdC,,917765,919099,1335,-,histidine-specific outer membrane porin D,Cell wall/membrane/envelope biogenesis,opdC,
PP_5458,PP_5458,,919305,919529,225,-,conserved exported protein of unknown function,No COG annotation,PP_5458,
PP_0800,PP_0800,,919720,920472,753,-,conserved protein of unknown function,Function unknown,PP_0800,
PP_0801,PP_0801,,920451,920762,312,-,conserved exported protein of unknown function,No COG annotation,PP_0801,
PP_0802,PP_0802,,920851,921750,900,-,putative chemotaxis protein,Signal transduction mechanisms,PP_0802,
PP_0803,PP_0803,,921843,923027,1185,-,"Protein secretion ABC efflux system, membrane fusion protein",Cell wall/membrane/envelope biogenesis,PP_0805-PP_0804-PP_0803,
PP_0804,PP_0804,,923024,925192,2169,-,"Protein secretion ABC efflux system, permease and ATP-binding protein",Defense mechanisms,PP_0805-PP_0804-PP_0803,
PP_0805,PP_0805,,925189,926625,1437,-,Outer membrane efflux protein,Cell wall/membrane/envelope biogenesis,PP_0805-PP_0804-PP_0803,
PP_0806,PP_0806,,926689,945621,18933,-,putative Surface adhesion protein,Cell wall/membrane/envelope biogenesis,PP_0806,
PP_0807,norR,,945812,947368,1557,-,DNA-binding transcriptional dual regulator (NO),Transcription,norR,
PP_0808,hmp,,947524,948702,1179,+,Flavohemoprotein,Energy production and conversion,hmp,
PP_0809,dsbB,,949159,949665,507,+,disulfide bond formation protein B,Energy production and conversion,dsbB,
PP_0812,cyoA,,950225,951166,942,+,cytochrome bo terminal oxidase subunit II,Energy production and conversion,cyoA-cyoB-cyoC-cyoD-cyoE,
PP_0813,cyoB,,951170,953188,2019,+,cytochrome bo terminal oxidase subunit I,Energy production and conversion,cyoA-cyoB-cyoC-cyoD-cyoE,
PP_0814,cyoC,,953192,953815,624,+,cytochrome bo terminal oxidase subunit III,Energy production and conversion,cyoA-cyoB-cyoC-cyoD-cyoE,
PP_0815,cyoD,,953815,954147,333,+,cytochrome bo terminal oxidase subunit IV,Energy production and conversion,cyoA-cyoB-cyoC-cyoD-cyoE,
PP_0816,cyoE,,954159,955046,888,+,protoheme IX farnesyltransferase,Coenzyme transport and metabolism,cyoA-cyoB-cyoC-cyoD-cyoE,
PP_0817,alaC,,955359,956567,1209,+,aminotransferase,Amino acid transport and metabolism,alaC,
PP_0818,PP_0818,,956681,957808,1128,+,conserved protein of unknown function,No COG annotation,PP_0818,
PP_0819,ykgJ,,957970,958353,384,+,conserved ferredoxin-like protein of unknown function,Function unknown,ykgJ,
PP_0820,PP_0820,,958546,959109,564,+,GCN5-related N-acetyltransferase,"Translation, ribosomal structure and biogenesis",PP_0820,
PP_5460,PP_5460,,959196,959735,540,+,conserved membrane protein of unknown function,No COG annotation,PP_0821-PP_5460,
PP_0821,PP_0821,,959732,960142,411,+,conserved exported protein of unknown function,Function unknown,PP_0821-PP_5460,
PP_0822,selU,,960268,961380,1113,-,tRNA 2-selenouridine synthase,"Translation, ribosomal structure and biogenesis",selD-selU,
PP_0823,selD,,961380,962414,1035,-,"Selenide, water dikinase",Nucleotide transport and metabolism,selD-selU,
PP_0824,ptxB,,962541,963395,855,+,phosphonate transport system-binding protein,Inorganic ion transport and metabolism,ptxC-phnE-phnC-ptxB,
PP_0825,phnC,,963392,964201,810,+,phosphonates import ATP-binding protein,Inorganic ion transport and metabolism,ptxC-phnE-phnC-ptxB,
PP_0826,phnE,,964195,965022,828,+,"phosphonate ABC transporter, permease protein",Inorganic ion transport and metabolism,ptxC-phnE-phnC-ptxB,
PP_0827,ptxC,,965019,965786,768,+,putative phosphonate transport system permease protein PtxC,Inorganic ion transport and metabolism,ptxC-phnE-phnC-ptxB,
PP_0828,PP_0828,,965823,966716,894,-,conserved membrane protein of unknown function,Function unknown,PP_0828,
PP_0829,PP_0829,,967035,967331,297,+,conserved protein of unknown function,Transcription,PP_0829,
PP_0830,PP_0830,,967342,967821,480,-,"Acetyltransferase, GNAT family",Transcription,PP_0830,
PP_0831,PP_0831,,967989,968567,579,-,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",PP_0831,
PP_0832,queA,,969088,970137,1050,+,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Nucleotide transport and metabolism,tgt-queA,
PP_0833,tgt,,970152,971267,1116,+,queuine tRNA-ribosyltransferase,Nucleotide transport and metabolism,tgt-queA,
PP_0834,yajC,,971310,971645,336,+,Sec translocation complex subunit YajC,"Intracellular trafficking, secretion, and vesicular transport",yajC,
PP_0835,secD,,971709,973571,1863,+,Sec Translocation Complex SecD subunit,"Intracellular trafficking, secretion, and vesicular transport",secF-secD,
PP_0836,secF,,973582,974490,909,+,Sec translocation complex subunit SecF,"Intracellular trafficking, secretion, and vesicular transport",secF-secD,
PP_0837,ycfJ,,974609,975151,543,+,putative regulator of flagellation,Cell motility,ycfJ,
PP_0838,suhB,,975320,976138,819,-,inositol monophosphatase / glycerol-2-phosphatase,Carbohydrate transport and metabolism,suhB,
PP_0839,trmJ,,976290,977045,756,+,tRNA Cm32/Um32 methyltransferase,"Translation, ribosomal structure and biogenesis",cysE-trmJ,
PP_0840,cysE,,977049,977834,786,+,serine acetyltransferase,Amino acid transport and metabolism,cysE-trmJ,
PP_0841,iscR,,978014,978505,492,+,DNA-binding transcriptional dual regulator 2Fe-2S cluster IscR,Transcription,iscR,
PP_0842,iscS-I,,978551,979765,1215,+,cysteine desulfurase,Coenzyme transport and metabolism,iscS-I,
PP_0843,iscU,,979812,980198,387,+,scaffold protein involved in iron-sulfur cluster assembly,Energy production and conversion,hscB-iscA-iscU,
PP_0844,iscA,,980227,980550,324,+,"iron-sulfur cluster assembly protein, copper(I) binding",Energy production and conversion,hscB-iscA-iscU,
PP_0845,hscB,,980559,981080,522,+,DnaJ-like molecular chaperone specific for IscU,"Post-translational modification, protein turnover,and chaperones",hscB-iscA-iscU,
PP_0846,hscA,,981124,982986,1863,+,DnaK-like molecular chaperone specific for IscU,"Post-translational modification, protein turnover,and chaperones",iscX-fdx-hscA,
PP_0847,fdx,,982990,983331,342,+,ferredoxin,Energy production and conversion,iscX-fdx-hscA,
PP_0848,iscX,,983342,983542,201,+,donor of Fe2+ and regulator of cysteine desulfurase activity,Function unknown,iscX-fdx-hscA,
PP_0849,ndk,,983631,984056,426,+,Nucleoside diphosphate kinase,Nucleotide transport and metabolism,PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0850,rlmN,,984085,985230,1146,+,Dual-specificity RNA methyltransferase RlmN,"Translation, ribosomal structure and biogenesis",PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0851,pilF,,985239,986006,768,+,Type IV pili biogenesis protein PilF,Cell motility,PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0852,PP_0852,,986003,987010,1008,+,"Transcriptional regulator, Cro/CI family",Function unknown,PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0853,ispG,,987014,988123,1110,+,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Lipid transport and metabolism,PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0854,hisS,,988149,989438,1290,+,Histidine--tRNA ligase,"Translation, ribosomal structure and biogenesis",PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0855,PP_0855,,989478,990119,642,+,conserved protein of unknown function,Function unknown,PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0856,PP_0856,,990120,991262,1143,+,conserved lipoprotein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0856-PP_0855-hisS-ispG-PP_0852-pilF-rlmN-ndk,
PP_0857,der,,991379,992842,1464,+,GTPase Der,Function unknown,der,
PP_0858,PP_0858,,992994,994142,1149,+,putative methionine/glutamine aminotransferase,Amino acid transport and metabolism,PP_0859-PP_0858,
PP_0859,PP_0859,,994130,994921,792,+,putative ketoglutaramate omega-amidase,Function unknown,PP_0859-PP_0858,
PP_0860,PP_0860,,995046,997595,2550,-,"putative Sulfite reductase, flavoprotein component",Inorganic ion transport and metabolism,PP_0860,
PP_0861,PP_0861,,997827,1000118,2292,-,outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,PP_0861,
PP_0862,PP_0862,,1000340,1001020,681,+,PKHD-type hydroxylase PP_0862,Function unknown,PP_0863-PP_0862,
PP_0863,PP_0863,,1001024,1001794,771,+,conserved protein of unknown function,Function unknown,PP_0863-PP_0862,
PP_0864,speC,,1001823,1002986,1164,-,ornithine decarboxylase,Amino acid transport and metabolism,speC,
PP_0865,PP_0865,,1003494,1003979,486,+,ECF subfamily RNA polymerase sigma-24 factor,Transcription,PP_0866-PP_0865,
PP_0866,PP_0866,,1003976,1004962,987,+,putative Transmembrane sensor,Inorganic ion transport and metabolism,PP_0866-PP_0865,
PP_0867,PP_0867,,1005071,1007500,2430,+,FecA-like outer membrane receptor,Cell wall/membrane/envelope biogenesis,PP_0867,
PP_0868,yehX,,1007590,1008747,1158,-,ABC transporter ATP-binding subunit,Inorganic ion transport and metabolism,PP_0871-PP_0870-yehW-yehX,
PP_0869,yehW,,1008744,1009397,654,-,osmoprotectant ABC transporter permease subunit,Inorganic ion transport and metabolism,PP_0871-PP_0870-yehW-yehX,
PP_0870,PP_0870,,1009394,1010335,942,-,"putative Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein",Cell wall/membrane/envelope biogenesis,PP_0871-PP_0870-yehW-yehX,
PP_0871,PP_0871,,1010319,1011062,744,-,"putative Glycine betaine/carnitine/choline ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_0871-PP_0870-yehW-yehX,
PP_0872,prfC,,1011589,1013172,1584,+,Peptide chain release factor 3,"Translation, ribosomal structure and biogenesis",prfC,
PP_0873,potF-I,,1013303,1014382,1080,-,putrescine-binding periplasmic protein,Amino acid transport and metabolism,potF-I,
PP_0874,PP_0874,,1014435,1014776,342,-,conserved protein of unknown function,Function unknown,PP_0876-PP_0875-PP_0874,
PP_0875,PP_0875,,1014810,1016240,1431,-,conserved protein of unknown function,Amino acid transport and metabolism,PP_0876-PP_0875-PP_0874,
PP_0876,PP_0876,,1016281,1017105,825,-,"Transcriptional regulator, AraC family",Transcription,PP_0876-PP_0875-PP_0874,
PP_5461,PP_5461,,1017382,1017861,480,-,protein of unknown function,No COG annotation,PP_5461,
PP_0878,dppF,,1018092,1019060,969,-,"dipeptide ABC transporter, binding subunit",Inorganic ion transport and metabolism,dppB-dppC-dppD-dppF,
PP_0879,dppD,,1019060,1020028,969,-,dipeptide ABC transporter - putative ATP binding subunit,Inorganic ion transport and metabolism,dppB-dppC-dppD-dppF,
PP_0880,dppC,,1020039,1020965,927,-,dipeptide ABC transporter - putative membrane subunit,Amino acid transport and metabolism,dppB-dppC-dppD-dppF,
PP_0881,dppB,,1020976,1021986,1011,-,dipeptide ABC transporter - putative membrane subunit,Inorganic ion transport and metabolism,dppB-dppC-dppD-dppF,
PP_0882,dppA-I,,1022078,1023712,1635,-,dipeptide ABC transporter - periplasmic binding protein,Amino acid transport and metabolism,dppA-I,
PP_0883,opdP,,1023767,1025146,1380,-,glycine-glutamate dipeptide porin,Cell wall/membrane/envelope biogenesis,opdP,
PP_0884,dppA-II,,1025375,1026967,1593,-,dipeptide ABC transporter - periplasmic binding protein,Amino acid transport and metabolism,dppA-III,
PP_0885,dppA-III,,1027114,1028739,1626,-,dipeptide ABC transporter - periplasmic binding protein,Amino acid transport and metabolism,dppA-III,
PP_0886,PP_0886,,1029120,1029836,717,-,conserved exported protein of unknown function,Function unknown,PP_0886,
PP_0887,roxS,,1029943,1031295,1353,+,Sensor histidine kinase,Signal transduction mechanisms,regA-PP_0887,
PP_0888,roxR,,1031295,1031855,561,+,Photosynthetic apparatus regulatory protein RegA,Signal transduction mechanisms,regA-PP_0887,
PP_0889,PP_0889,,1031907,1033043,1137,+,conserved exported protein of unknown function,Defense mechanisms,PP_0890-PP_0889,
PP_0890,PP_0890,,1033040,1033336,297,+,conserved exported protein of unknown function,No COG annotation,PP_0890-PP_0889,
PP_0891,PP_0891,,1033381,1033962,582,+,conserved exported protein of unknown function,Function unknown,PP_0892-PP_0891,
PP_0892,PP_0892,,1033964,1035121,1158,+,Phospholipase family protein,Lipid transport and metabolism,PP_0892-PP_0891,
PP_0893,PP_0893,,1035164,1035751,588,+,ThiJ/PfpI family protein,Function unknown,PP_0893,
PP_0894,PP_0894,,1035782,1036180,399,-,conserved protein of unknown function,Function unknown,PP_0894,
PP_0895,PP_0895,,1036296,1036886,591,+,conserved protein of unknown function,Transcription,PP_0896-PP_0895,
PP_0896,PP_0896,,1036883,1037755,873,+,Carbon-nitrogen hydrolase family protein,Function unknown,PP_0896-PP_0895,
PP_0897,PP_0897,,1037871,1039394,1524,-,"Fumarate hydratase, class I",Energy production and conversion,PP_0897,
PP_0899,PP_0899,,1039644,1040564,921,+,putative Ferredoxin reductase,Energy production and conversion,PP_0899,
