,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_1556,PP_1556,AE015451.2,,1754299.0,1754619.0,+,conserved protein of unknown function,No COG annotation,,Op979,
PP_1557,PP_1557,AE015451.2,,1754592.0,1754933.0,+,conserved protein of unknown function,Function unknown,,Op980,
PP_1558,PP_1558,AE015451.2,,1754944.0,1755285.0,+,conserved protein of unknown function,Function unknown,,Op980,
PP_1559,PP_1559,AE015451.2,,1755485.0,1755808.0,+,Holin,Function unknown,,Op981,
PP_1560,PP_1560,AE015451.2,,1755869.0,1756051.0,+,conserved protein of unknown function,No COG annotation,,Op982,
PP_1561,PP_1561,AE015451.2,,1756042.0,1756410.0,+,putative Phage holin,"Replication, recombination and repair",,Op982,
PP_1562,PP_1562,AE015451.2,,1756538.0,1756921.0,+,putative Phage terminase%2C small subunit,"Replication, recombination and repair",,Op983,
PP_1563,PP_1563,AE015451.2,,1756945.0,1758630.0,+,putative Phage terminase%2C large subunit,Transcription,,Op983,
PP_1564,PP_1564,AE015451.2,,1758642.0,1758806.0,+,conserved exported protein of unknown function,No COG annotation,,Op983,
PP_1565,PP_1565,AE015451.2,,1758838.0,1760133.0,+,Phage portal protein%2C HK97 family,Function unknown,,Op983,
PP_1566,PP_1566,AE015451.2,,1760130.0,1760831.0,+,Peptidase U35,Function unknown,,Op983,
PP_1567,PP_1567,AE015451.2,,1760853.0,1762097.0,+,Capsid protein,Function unknown,,Op983,
PP_1568,PP_1568,AE015451.2,,1762139.0,1762363.0,+,conserved protein of unknown function,No COG annotation,,Op984,
PP_1569,PP_1569,AE015451.2,,1762367.0,1762843.0,+,conserved protein of unknown function,No COG annotation,,Op984,
PP_1570,PP_1570,AE015451.2,,1762843.0,1763184.0,+,Head-tail adaptor,Function unknown,,Op984,
PP_1571,PP_1571,AE015451.2,,1763177.0,1763662.0,+,conserved protein of unknown function,Function unknown,,Op984,
PP_1572,PP_1572,AE015451.2,,1763659.0,1764027.0,+,conserved protein of unknown function,Function unknown,,Op984,
PP_1573,PP_1573,AE015451.2,,1764093.0,1764827.0,+,putative Major tail protein,Function unknown,,Op985,
PP_1574,PP_1574,AE015451.2,,1764836.0,1765306.0,+,conserved protein of unknown function,Function unknown,,Op985,
PP_1575,PP_1575,AE015451.2,,1765369.0,1765530.0,+,conserved protein of unknown function,No COG annotation,,Op986,
PP_1576,PP_1576,AE015451.2,,1765592.0,1765915.0,+,putative Immunity protein,Function unknown,,Op987,
PP_1577,PP_1577,AE015451.2,,1765962.0,1768403.0,+,Phage tail tape meausure protein%2C lambda family,"Cell cycle control, cell division, chromosome partitioning",,Op988,
PP_1578,PP_1578,AE015451.2,,1768400.0,1768879.0,+,conserved protein of unknown function,Function unknown,,Op988,
PP_5475,PP_5475,AE015451.2,,1768876.0,1769256.0,+,conserved protein of unknown function,No COG annotation,,Op988,
PP_1579,PP_1579,AE015451.2,,1769253.0,1772252.0,+,conserved protein of unknown function,Function unknown,,Op988,
PP_1580,PP_1580,AE015451.2,,1772262.0,1772717.0,+,conserved protein of unknown function,No COG annotation,,Op988,
PP_1581,PP_1581,AE015451.2,,1772818.0,1774809.0,+,BNR domain protein,Carbohydrate transport and metabolism,,Op989,
PP_1582,PP_1582,AE015451.2,,1774821.0,1775897.0,+,conserved protein of unknown function,Energy production and conversion,,Op989,
PP_1583,PP_1583,AE015451.2,,1775925.0,1776401.0,+,putative Structural protein P5,No COG annotation,,Op989,
PP_1584,PP_1584,AE015451.2,,1776398.0,1776898.0,+,conserved protein of unknown function,Function unknown,,Op989,
PP_5476,PP_5476,AE015451.2,,1776964.0,1777266.0,+,conserved protein of unknown function,No COG annotation,,Op990,
PP_1585,PP_1585,AE015451.2,,1777558.0,1777857.0,-,putative Antidote protein,Transcription,,Op991,
PP_1586,PP_1586,AE015451.2,,1777866.0,1778144.0,-,putative Killer protein,"Replication, recombination and repair",,Op991,
PP_1587,PP_1587,AE015451.2,,1778341.0,1780041.0,+,NhaP-type Na+/H+ and K+/H+ antiporters,Inorganic ion transport and metabolism,,Op992,
PP_1588,dapC,AE015451.2,,1780147.0,1781343.0,-,N-succinyl-L%2CL-diaminopimelate aminotransferase alternative,Amino acid transport and metabolism,,Op993,
PP_1589,glnD,AE015451.2,,1781374.0,1784076.0,-,uridylyltransferase,"Post-translational modification, protein turnover, and chaperones",,Op993,"SoxR,GacA"
PP_1590,map,AE015451.2,,1784118.0,1784900.0,-,methionine aminopeptidase,Amino acid transport and metabolism,,Op994,
PP_1591,rpsB,AE015451.2,,1785247.0,1785984.0,+,30S ribosomal protein S2,"Translation, ribosomal structure and biogenesis",,Op995,
PP_1592,tsf,AE015451.2,,1786170.0,1787033.0,+,Elongation factor Ts,"Translation, ribosomal structure and biogenesis",,Op996,
PP_1593,pyrH,AE015451.2,,1787215.0,1787958.0,+,Uridylate kinase,Nucleotide transport and metabolism,,Op997,
PP_1594,frr,AE015451.2,,1787955.0,1788512.0,+,Ribosome-recycling factor,"Translation, ribosomal structure and biogenesis",,Op997,
PP_1595,uppS,AE015451.2,,1788528.0,1789283.0,+,Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific),Coenzyme transport and metabolism,,Op997,AmrZ
PP_1596,cdsA,AE015451.2,,1789283.0,1790098.0,+,CTP:phosphatidate cytidyltransferase,Lipid transport and metabolism,,Op997,
PP_1597,dxr,AE015451.2,,1790071.0,1791285.0,+,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Lipid transport and metabolism,,Op998,
PP_1598,rseP,AE015451.2,,1791351.0,1792709.0,+,regulatory intramembrane protein RIP zinc protease,Cell wall/membrane/envelope biogenesis,,Op999,
PP_1599,bamA-I,AE015451.2,,1792783.0,1795143.0,+,outer membrane protein assembly factor,Cell wall/membrane/envelope biogenesis,,Op1000,AmrZ
PP_1600,PP_1600,AE015451.2,,1795188.0,1795691.0,+,Skp-like protein,Cell wall/membrane/envelope biogenesis,,Op1001,AlgR
PP_1601,lpxD,AE015451.2,,1795693.0,1796748.0,+,UDP-3-O-acylglucosamine N-acyltransferase,Cell wall/membrane/envelope biogenesis,,Op1001,
PP_1602,fabZ,AE015451.2,,1796812.0,1797303.0,+,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,Lipid transport and metabolism,,Op1001,
PP_1603,lpxA,AE015451.2,,1797300.0,1798076.0,+,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,Cell wall/membrane/envelope biogenesis,,Op1001,
PP_1604,lpxB,AE015451.2,,1798078.0,1799205.0,+,Lipid-A-disaccharide synthase,Cell wall/membrane/envelope biogenesis,,Op1001,
PP_1605,rnhB,AE015451.2,,1799207.0,1799830.0,+,Ribonuclease HII,"Replication, recombination and repair",,Op1001,
PP_1606,dnaEA,AE015451.2,,1800017.0,1803541.0,+,DNA polymerase III%2C alpha subunit,"Replication, recombination and repair",,Op1002,"AlgR,AmrZ"
PP_1607,accA,AE015451.2,,1803648.0,1804595.0,+,acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,Lipid transport and metabolism,,Op1003,
PP_1608,tilS,AE015451.2,,1804767.0,1806050.0,+,tRNA(Ile)-lysidine synthase,"Cell cycle control, cell division, chromosome partitioning",,Op1004,
PP_1609,PP_1609,AE015451.2,,1806096.0,1806236.0,+,conserved protein of unknown function,No COG annotation,,Op1005,
PP_1610,pyrG,AE015451.2,,1806318.0,1807946.0,+,CTP synthase,Nucleotide transport and metabolism,,Op1005,"AlgR,SoxR,GacA"
PP_1611,kdsA-I,AE015451.2,,1807950.0,1808795.0,+,2-dehydro-3-deoxyphosphooctonate aldolase,Cell wall/membrane/envelope biogenesis,,Op1005,
PP_1612,eno,AE015451.2,,1808950.0,1810239.0,+,Enolase,Nucleotide transport and metabolism,,Op1006,
PP_1613,ftsB,AE015451.2,,1810408.0,1810689.0,+,essential cell division protein,"Cell cycle control, cell division, chromosome partitioning",,Op1007,GbdR
PP_1614,ispD,AE015451.2,,1810686.0,1811393.0,+,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,,Op1007,
PP_1615,PP_1615,AE015451.2,,1811521.0,1812417.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op1008,
PP_1616,frmA,AE015451.2,,1812522.0,1813637.0,+,formaldehyde dehydrogenase%2C glutathione-dependent,Energy production and conversion,,Op1009,
PP_1617,frmC,AE015451.2,,1813646.0,1814500.0,+,S-formylglutathione hydrolase / S-lactoylglutathione hydrolase,Function unknown,,Op1009,
PP_1618,ispF,AE015451.2,,1814613.0,1815086.0,+,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,Lipid transport and metabolism,,Op1010,AmrZ
PP_1619,truD,AE015451.2,,1815083.0,1816141.0,+,tRNA pseudouridine synthase D,"Translation, ribosomal structure and biogenesis",,Op1010,
PP_1620,surE,AE015451.2,,1816129.0,1816878.0,+,5'(3')-nucleotidase and polyphosphatase,Nucleotide transport and metabolism,,Op1010,
PP_1621,pcm,AE015451.2,,1816857.0,1817552.0,+,Protein-L-isoaspartate O-methyltransferase,"Translation, ribosomal structure and biogenesis",,Op1011,
PP_1622,PP_1622,AE015451.2,,1817859.0,1818647.0,+,metallopeptidase%2C M23B subfamily,"Cell cycle control, cell division, chromosome partitioning",,Op1012,
PP_1623,rpoS,AE015451.2,,1818756.0,1819763.0,+,RNA polymerase%2C sigma S (sigma 38) factor,Transcription,,Op1013,"PsrA,GacA"
PP_1624,PP_1624,AE015451.2,,1820238.0,1821659.0,+,Group II intron-encoding maturase,"Replication, recombination and repair",,Op1014,
PP_1625,fdxA,AE015451.2,,1822216.0,1822539.0,-,Ferredoxin 1,Energy production and conversion,,Op1015,AlgR
PP_1626,mutS,AE015451.2,,1822680.0,1825253.0,-,DNA mismatch repair protein MutS,"Replication, recombination and repair",,Op1016,
PP_1627,PP_1627,AE015451.2,,1825414.0,1826505.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op1017,
PP_1628,pncC,AE015451.2,,1826561.0,1827043.0,+,NMN amidohydrolase,Function unknown,,Op1018,
PP_1629,recA,AE015451.2,,1827147.0,1828214.0,+,Protein RecA,"Replication, recombination and repair",,Op1019,"LexA-I,Crc"
PP_1630,recX,AE015451.2,,1828236.0,1828706.0,+,Regulatory protein RecX,Function unknown,,Op1019,"LexA-I,Crc"
PP_1631,PP_1631,AE015451.2,,1828983.0,1830101.0,-,conserved protein of unknown function,Function unknown,,Op1020,AlgR
PP_1632,PP_1632,AE015451.2,,1830262.0,1830471.0,+,conserved protein of unknown function,No COG annotation,,Op1021,
PP_1633,PP_1633,AE015451.2,,1830486.0,1830905.0,-,conserved exported protein of unknown function,Function unknown,,Op1022,
PP_1634,yfiP,AE015451.2,,1831122.0,1831832.0,+,conserved protein,Function unknown,,Op1023,
PP_1635,PP_1635,AE015451.2,,1832012.0,1832662.0,+,DNA-binding response regulator,Transcription,,Op1024,
PP_1636,dgkA-I,AE015451.2,,1832736.0,1833101.0,+,diacylglycerol kinase,Cell wall/membrane/envelope biogenesis,,Op1025,
PP_1637,finR,AE015451.2,,1833098.0,1834024.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op1026,"FinR,FleQ"
PP_1638,fpr-I,AE015451.2,,1834142.0,1834921.0,+,ferredoxin--NADP(+) reductase,Energy production and conversion,,Op1027,"FinR,FleQ"
PP_1639,PP_1639,AE015451.2,,1835064.0,1835558.0,-,conserved protein of unknown function%2C SprT family,Function unknown,,Op1028,AlgR
PP_1640,yohC,AE015451.2,,1835690.0,1836289.0,-,putative inner membrane protein of unknown function,Function unknown,,Op1029,AlgR
PP_1641,ttcA,AE015451.2,,1836553.0,1837377.0,+,tRNA 2-thiocytidine biosynthesis protein TtcA,"Translation, ribosomal structure and biogenesis",,Op1030,
PP_1642,PP_1642,AE015451.2,,1837382.0,1838053.0,+,conserved protein of unknown function,"Replication, recombination and repair",,Op1030,AmrZ
PP_1643,PP_1643,AE015451.2,,1838157.0,1838570.0,-,conserved membrane protein of unknown function,Function unknown,,Op1031,
PP_1644,PP_1644,AE015451.2,,1838563.0,1839168.0,-,NAD(P)H dehydrogenase (quinone),Function unknown,,Op1031,
PP_1645,yfgD,AE015451.2,,1839165.0,1839518.0,-,putative enzyme,Energy production and conversion,,Op1031,
PP_1646,PP_1646,AE015451.2,,1839604.0,1840068.0,+,putative Thioredoxin,Energy production and conversion,,Op1032,
PP_1647,PP_1647,AE015451.2,,1840104.0,1840535.0,-,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op1033,"AlgR,FleQ"
PP_1648,PP_1648,AE015451.2,,1840505.0,1840942.0,-,conserved protein of unknown function,No COG annotation,,Op1033,FleQ
PP_1649,ldhA,AE015451.2,,1840974.0,1842002.0,-,D-lactate dehydrogenase,Energy production and conversion,,Op1033,FleQ
PP_1650,gacS,AE015451.2,,1842040.0,1844793.0,-,Sensor protein GacS,Signal transduction mechanisms,,Op1033,FleQ
PP_1651,PP_1651,AE015451.2,,1844945.0,1845706.0,+,two-component response regulator,Transcription,,Op1034,"FleQ,Fur"
PP_1652,pfeS-II,AE015451.2,,1845710.0,1847086.0,+,histidine kinase,Signal transduction mechanisms,,Op1034,"FleQ,Fur"
PP_1653,PP_1653,AE015451.2,,1847280.0,1848245.0,+,transposase,"Replication, recombination and repair",,Op1035,
PP_1654,cysM,AE015451.2,,1848560.0,1849459.0,+,cysteine synthase B,Amino acid transport and metabolism,,Op1036,RoxR
PP_1655,rlmD,AE015451.2,,1849460.0,1850818.0,+,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,"Translation, ribosomal structure and biogenesis",,Op1036,
PP_1656,relA,AE015451.2,,1850915.0,1853155.0,+,ATP:GTP 3'-pyrophosphotransferase,Transcription,,Op1037,AmrZ
PP_1657,mazG,AE015451.2,,1853279.0,1854112.0,+,modified nucleoside triphosphate pyrophosphohydrolase,Function unknown,,Op1038,
PP_1658,PP_1658,AE015451.2,,1854139.0,1854678.0,+,conserved protein of unknown function,Function unknown,,Op1038,
PP_1659,PP_1659,AE015451.2,,1854989.0,1856329.0,+,conserved exported protein of unknown function,Energy production and conversion,,Op1039,TurA
PP_1660,PP_1660,AE015451.2,,1856295.0,1856825.0,+,conserved protein of unknown function,No COG annotation,,Op1039,
PP_1661,PP_1661,AE015451.2,,1856822.0,1859080.0,+,putative Dehydrogenase subunit,Amino acid transport and metabolism,,Op1039,
PP_1662,PP_1662,AE015451.2,,1859181.0,1859408.0,-,conserved protein of unknown function,No COG annotation,,Op1040,
PP_1663,PP_1663,AE015451.2,,1859564.0,1860274.0,-,conserved exported protein of unknown function,Function unknown,,Op1041,
PP_1664,purN,AE015451.2,,1860283.0,1860936.0,-,phosphoribosylglycinamide formyltransferase 1,Nucleotide transport and metabolism,,Op1041,
PP_1665,purM,AE015451.2,,1860936.0,1861994.0,-,Phosphoribosylformylglycinamidine cyclo-ligase,Nucleotide transport and metabolism,,Op1041,
PP_1666,PP_1666,AE015451.2,,1862315.0,1863382.0,+,conserved exported protein of unknown function,Function unknown,,Op1042,AlgR
PP_1667,PP_1667,AE015451.2,,1863395.0,1864468.0,+,putative Transporter,Function unknown,,Op1042,
PP_1668,hda,AE015451.2,,1864667.0,1865374.0,+,regulator of DnaA that prevents premature reinitiation of DNA replication,"Replication, recombination and repair",,Op1043,"AlgR,AmrZ"
PP_1669,PP_1669,AE015451.2,,1865496.0,1866140.0,+,NLP/P60 family protein,Cell wall/membrane/envelope biogenesis,,Op1044,
PP_1670,PP_1670,AE015451.2,,1866283.0,1866816.0,+,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,,Op1045,AmrZ
PP_1672,cobO,AE015451.2,,1867279.0,1867890.0,+,cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase,Coenzyme transport and metabolism,,Op1046,"AlgR,AmrZ"
PP_1673,cobB,AE015451.2,,1867887.0,1869182.0,+,cobyrinate a%2Cc-diamide synthase,Coenzyme transport and metabolism,,Op1046,
PP_1674,bluB,AE015451.2,,1869179.0,1869829.0,+,5%2C6-dimethylbenzimidazole synthase,Energy production and conversion,,Op1046,
PP_1675,cobD,AE015451.2,,1869811.0,1870734.0,+,Subunit of adenosylcobinamide-phosphate synthase beta component,Coenzyme transport and metabolism,,Op1046,GacA
PP_1676,cobC,AE015451.2,,1870727.0,1871719.0,+,subunit of adenosylcobinamide-phosphate synthase beta component,Amino acid transport and metabolism,,Op1046,GacA
PP_1677,cobQ,AE015451.2,,1871716.0,1873170.0,+,Adenosyl-cobyric acid synthase,Coenzyme transport and metabolism,,Op1046,
PP_1678,cobP,AE015451.2,,1873172.0,1873693.0,+,bifunctional cobinamide-P guanylyltransferase - adenosylcobinamide kinase,Coenzyme transport and metabolism,,Op1046,GacA
PP_1679,cobU,AE015451.2,,1873690.0,1874745.0,+,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Nucleotide transport and metabolism,,Op1046,
PP_1680,PP_1680,AE015451.2,,1874742.0,1875308.0,+,alpha-ribazole-5'-phosphate phosphatase,Carbohydrate transport and metabolism,,Op1046,GacA
PP_1681,cobS,AE015451.2,,1875277.0,1876032.0,+,cobalamin 5'-phosphate synthase / Cobalamin synthase,Coenzyme transport and metabolism,,Op1046,GacA
PP_1682,PP_1682,AE015451.2,,1876186.0,1877367.0,+,putative glycoside hydrolase family protein,Carbohydrate transport and metabolism,,Op1047,
PP_1683,PP_1683,AE015451.2,,1877430.0,1877834.0,+,Transcriptional regulator%2C MarR family,Transcription,,Op1048,
PP_1684,PP_1684,AE015451.2,,1877879.0,1879099.0,+,putative Transporter,Amino acid transport and metabolism,,Op1049,
PP_1685,PP_1685,AE015451.2,,1879096.0,1879218.0,+,conserved exported protein of unknown function,No COG annotation,,Op1049,
PP_1686,PP_1686,AE015451.2,,1879208.0,1879816.0,+,Glutathione peroxidase,"Post-translational modification, protein turnover, and chaperones",,Op1049,"AlgR,GacA"
PP_1687,PP_1687,AE015451.2,,1879952.0,1880251.0,-,conserved exported protein of unknown function,Function unknown,,Op1050,
PP_1688,PP_1688,AE015451.2,,1880327.0,1881256.0,+,Transcriptional regulator%2C LysR family,Transcription,,Op1051,
PP_1689,PP_1689,AE015451.2,,1881298.0,1882563.0,-,putative Long-chain fatty acid transporter,Lipid transport and metabolism,,Op1052,
PP_1690,PP_1690,AE015451.2,,1882711.0,1883193.0,-,conserved protein of unknown function,No COG annotation,,Op1053,
PP_1691,PP_1691,AE015451.2,,1883443.0,1883667.0,-,conserved protein of unknown function,No COG annotation,,Op1054,CbrB
PP_1692,PP_1692,AE015451.2,,1884618.0,1885037.0,+,conserved protein of unknown function,Function unknown,,Op1055,
PP_1694,rmuC,AE015451.2,,1885334.0,1886821.0,+,DNA recombination limiting inversions protein,Function unknown,,Op1056,
PP_1695,PP_1695,AE015451.2,,1886793.0,1890272.0,-,putative Sodium-solute symporter/sensory box histidine kinase/response regulator,Signal transduction mechanisms,,Op1057,
PP_1696,PP_1696,AE015451.2,,1890399.0,1891577.0,-,putative Membrane protein,Amino acid transport and metabolism,,Op1058,
PP_1697,PP_1697,AE015451.2,,1891759.0,1892490.0,+,transcriptional regulator%2C GntR family,Transcription,,Op1059,
PP_1698,PP_1698,AE015451.2,,1892585.0,1893859.0,+,Major facilitator family transporter,Carbohydrate transport and metabolism,,Op1060,
PP_1699,PP_1699,AE015451.2,,1893875.0,1894717.0,+,2-pyrone-4%2C6-dicarboxylic acid hydrolase,Function unknown,,Op1060,
PP_1700,PP_1700,AE015451.2,,1894767.0,1896752.0,+,Acyltransferase,Lipid transport and metabolism,,Op1061,
PP_1701,sugE,AE015451.2,,1896756.0,1897073.0,-,transporter,Inorganic ion transport and metabolism,,Op1062,
PP_1702,rdgC,AE015451.2,,1897291.0,1898211.0,-,Recombination-associated protein RdgC,"Replication, recombination and repair",,Op1063,
