locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_1188,dctA-I,AE015451.2,,1363308,1364630,+,C4-dicarboxylate transport protein,Energy production and conversion,,Op752
PP_1189,PP_1189,AE015451.2,,1364779,1365477,-,conserved hypothetical protein,Function unknown,,Op753
PP_1190,PP_1190,AE015451.2,,1365478,1365939,-,conserved protein of unknown function,Function unknown,,Op753
PP_1191,PP_1191,AE015451.2,,1365989,1366699,-,S4 domain protein,"Translation, ribosomal structure and biogenesis",,Op754
PP_1192,PP_1192,AE015451.2,,1366819,1367307,-,Acetyltransferase%2C GNAT family,Transcription,,Op755
PP_1193,PP_1193,AE015451.2,,1367569,1368171,+,conserved membrane protein of unknown function,No COG annotation,,Op756
PP_1194,PP_1194,AE015451.2,,1368354,1369208,+,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",,Op757
PP_1195,PP_1195,AE015451.2,,1369205,1370923,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op757
PP_1196,PP_1196,AE015451.2,,1370972,1371727,+,conserved exported protein of unknown function,No COG annotation,,Op758
PP_1197,rimO,AE015451.2,,1371799,1373130,-,ribosomal protein S12 methylthiotransferase,"Translation, ribosomal structure and biogenesis",,Op759
PP_1198,PP_1198,AE015451.2,,1373331,1373627,-,transcriptional regulator%2C Cro/CI family (higA antitoxin like),Transcription,,Op760
PP_1199,PP_1199,AE015451.2,,1373618,1373953,-,toxin-antitoxin system%2C higB toxin like,Function unknown,,Op760
PP_1200,kup,AE015451.2,,1374381,1376291,+,Probable potassium transport system protein kup,Inorganic ion transport and metabolism,,Op761
PP_1201,PP_1201,AE015451.2,,1376340,1377632,-,conserved exported protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",,Op762
PP_1202,PP_1202,AE015451.2,,1377632,1380274,-,putative enzyme involved in modification of phospholipids,Function unknown,,Op762
PP_1203,dinB,AE015451.2,,1381250,1382314,+,DNA polymerase IV,"Replication, recombination and repair",,Op763
PP_1204,PP_1204,AE015451.2,,1382341,1383300,-,putative Lipoprotein,No COG annotation,,Op764
PP_1205,proS,AE015451.2,,1383315,1385030,-,Proline--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op764
PP_1206,oprD,AE015451.2,,1385191,1386456,-,basic-amino-acid specific porin OprD,Cell wall/membrane/envelope biogenesis,,Op765
PP_1207,PP_1207,AE015451.2,,1387147,1387566,+,conserved protein of unknown function,Nucleotide transport and metabolism,,Op766
PP_1208,PP_1208,AE015451.2,,1387568,1387774,+,conserved protein of unknown function%2C SlyX family,Function unknown,,Op766
PP_1209,PP_1209,AE015451.2,,1387896,1388489,-,cold-shock protein,Transcription,,Op767
PP_1210,dps,AE015451.2,,1388771,1389244,+,DNA-binding stress protein,Inorganic ion transport and metabolism,,Op768
PP_1211,PP_1211,AE015451.2,,1389446,1389784,+,conserved protein of unknown function,Function unknown,,Op769
PP_1212,PP_1212,AE015451.2,,1389879,1390100,+,conserved protein of unknown function,Function unknown,,Op770
PP_1213,aspS,AE015451.2,,1390194,1391969,+,Aspartate--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op771
PP_1214,PP_1214,AE015451.2,,1392084,1392830,+,putative transcriptional regulatory protein,Transcription,,Op772
PP_1215,ruvC,AE015451.2,,1393016,1393540,+,Crossover junction endodeoxyribonuclease RuvC,"Replication, recombination and repair",,Op773
PP_1216,ruvA,AE015451.2,,1393650,1394267,+,Holliday junction ATP-dependent DNA helicase RuvA,"Replication, recombination and repair",,Op774
PP_1217,ruvB,AE015451.2,,1394264,1395310,+,Holliday junction ATP-dependent DNA helicase RuvB,"Replication, recombination and repair",,Op774
PP_1218,PP_1218,AE015451.2,,1395436,1395888,+,putative acyl-CoA thioesterase,Function unknown,,Op775
PP_1219,tolQ,AE015451.2,,1395891,1396586,+,subunit of a proton-driven complex used for maintenance of outer membrane stability,"Intracellular trafficking, secretion, and vesicular transport",,Op775
PP_1220,tolR,AE015451.2,,1396601,1397053,+,subunit of a proton-driven complex used for maintenance of outer membrane stability,"Intracellular trafficking, secretion, and vesicular transport",,Op775
PP_1221,tolA,AE015451.2,,1397053,1398171,+,colicin S4 and filamentous phage transport system,Cell wall/membrane/envelope biogenesis,,Op775
PP_1222,tolB,AE015451.2,,1398168,1399469,+,component of the Tol biopolymer transport system,"Intracellular trafficking, secretion, and vesicular transport",,Op775
PP_1223,oprL,AE015451.2,,1399524,1400024,+,peptidoglycan-associated lipoprotein,Cell wall/membrane/envelope biogenesis,,Op776
PP_1224,ybgF,AE015451.2,,1400031,1400837,+,periplasmic subunit of the TolQRA transport system,"Cell cycle control, cell division, chromosome partitioning",,Op776
PP_1225,queE,AE015451.2,,1401006,1401653,+,7-carboxy-7-deazaguanine synthase,Coenzyme transport and metabolism,,Op777
PP_1226,queC,AE015451.2,,1401671,1402345,+,pre-queuosine 0 synthase,Nucleotide transport and metabolism,,Op777
PP_1227,PP_1227,AE015451.2,,1402575,1403534,-,putative Membrane protein,Inorganic ion transport and metabolism,,Op778
PP_1228,PP_1228,AE015451.2,,1403615,1405681,-,Methyl-accepting chemotaxis transducer,Cell motility,,Op779
PP_1229,puuP,AE015451.2,,1405748,1407100,-,putrescine permease,Amino acid transport and metabolism,,Op780
PP_1230,PP_1230,AE015451.2,,1407548,1409056,+,conserved exported protein of unknown function,Function unknown,,Op781
PP_1231,nadA,AE015451.2,,1409331,1410389,+,quinolinate synthase [4Fe-4S] cluster subunit,Coenzyme transport and metabolism,,Op782
PP_1232,PP_1232,AE015451.2,,1410498,1411934,-,conserved exported protein of unknown function,Function unknown,,Op783
PP_1233,tusA-I,AE015451.2,,1412057,1412296,+,sulfurtransferase,"Post-translational modification, protein turnover, and chaperones",,Op784
PP_1234,PP_1234,AE015451.2,,1412317,1413387,+,putative permease,Function unknown,,Op784
PP_1235,PP_1235,AE015451.2,,1413423,1413896,-,AhpC/TSA family protein,"Post-translational modification, protein turnover, and chaperones",,Op785
PP_1236,PP_1236,AE015451.2,,1413908,1414468,-,putative Glycine cleavage system transcriptional repressor,Amino acid transport and metabolism,,Op785
PP_1237,dapA-I,AE015451.2,,1414728,1415615,+,4-hydroxy-tetrahydrodipicolinate synthase,Amino acid transport and metabolism,,Op786
PP_1238,PP_1238,AE015451.2,,1415631,1416752,+,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,,Op786
PP_1239,PP_1239,AE015451.2,,1416753,1417511,+,Metallo-beta-lactamase family protein,Function unknown,,Op786
PP_1240,purC,AE015451.2,,1417542,1418252,+,Phosphoribosylaminoimidazole-succinocarboxamide synthase,Nucleotide transport and metabolism,,Op786
PP_1241,PP_1241,AE015451.2,,1418532,1418882,-,conserved protein of unknown function,Transcription,,Op787
PP_1242,PP_1242,AE015451.2,,1419239,1419511,-,conserved protein of unknown function,Function unknown,,Op788
PP_1244,PP_1244,AE015451.2,,1419647,1420012,-,conserved protein of unknown function,No COG annotation,,Op789
PP_1245,PP_1245,AE015451.2,,1420521,1421411,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op790
PP_1246,PP_1246,AE015451.2,,1421420,1423279,+,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op790
PP_5467,PP_5467,AE015451.2,,1423290,1424498,+,conserved exported protein of unknown function,No COG annotation,,Op790
PP_1248,PP_1248,AE015451.2,,1424599,1425366,-,Transporter%2C LysE family,Amino acid transport and metabolism,,Op791
PP_1249,PP_1249,AE015451.2,,1425407,1425598,+,conserved protein of unknown function%2C DUF4223 family,Function unknown,,Op792
PP_1250,PP_1250,AE015451.2,,1426103,1427524,+,Group II intron-encoding maturase,"Replication, recombination and repair",,Op793
PP_1251,mqo-II,AE015451.2,,1427900,1429483,+,malate:quinone oxidoreductase,Energy production and conversion,,Op794
PP_1252,PP_1252,AE015451.2,,1429963,1431384,+,Group II intron-encoding maturase,"Replication, recombination and repair",,Op795
PP_1253,PP_1253,AE015451.2,,1431536,1431871,-,Transcriptional regulator%2C ArsR family,Transcription,,Op796
PP_1254,xenA,AE015451.2,,1431921,1433012,+,XenA,Energy production and conversion,,Op797
PP_1255,PP_1255,AE015451.2,,1433136,1434383,-,putative cis-4-hydroxy-D-proline oxidase,Energy production and conversion,,Op798
PP_1256,PP_1256,AE015451.2,,1434386,1435963,-,putative alpha-ketoglutarate semialdehyde dehydrogenase,Energy production and conversion,,Op798
PP_1257,PP_1257,AE015451.2,,1436116,1437063,-,putative 1-pyrroline-4-hydroxy-2-carboxylate deaminase,Amino acid transport and metabolism,,Op798
PP_1258,prpA,AE015451.2,,1437106,1438032,-,4-hydroxyproline epimerase,Amino acid transport and metabolism,,Op798
PP_1259,yveA,AE015451.2,,1438056,1439669,-,Aspartate-proton symporter,Amino acid transport and metabolism,,Op798
PP_1260,PP_1260,AE015451.2,,1440328,1441656,+,transposase,"Replication, recombination and repair",,Op799
PP_1261,ghrB,AE015451.2,,1442088,1443062,-,2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase,Energy production and conversion,,Op800
PP_1262,PP_1262,AE015451.2,,1443238,1444185,-,LysR family transcriptional regulator,Transcription,,Op801
PP_1263,PP_1263,AE015451.2,,1444377,1445906,+,putative Fusaric acid resistance protein,Cell wall/membrane/envelope biogenesis,,Op802
PP_1264,PP_1264,AE015451.2,,1445903,1448080,+,putative Fusaric acid resistance protein,Function unknown,,Op802
PP_1265,PP_1265,AE015451.2,,1448070,1448270,+,conserved protein of unknown function,Function unknown,,Op802
PP_1266,PP_1266,AE015451.2,,1448281,1449141,+,putative Fusaric acid resistance protein,Defense mechanisms,,Op802
PP_1267,yhaV,AE015451.2,,1449214,1449681,-,toxin endoribonuclease of toxin antitoxin system SohB(PrlF)-YhaV,Function unknown,,Op803
PP_1268,PP_1268,AE015451.2,,1449678,1450067,-,putative HtrA suppressor protein sohA,Transcription,,Op803
PP_1269,PP_1269,AE015451.2,,1450097,1450543,-,Universal stress protein family,Signal transduction mechanisms,,Op803
PP_1270,PP_1270,AE015451.2,,1450817,1451722,+,Transcriptional regulator%2C LysR family,Transcription,,Op804
PP_1271,PP_1271,AE015451.2,,1451839,1453380,+,putative Multidrug efflux MFS transporter,Amino acid transport and metabolism,,Op805
PP_1272,PP_1272,AE015451.2,,1453367,1454470,+,putative Multidrug efflux MFS membrane fusion protein,Defense mechanisms,,Op805
PP_1273,PP_1273,AE015451.2,,1454467,1455921,+,putative Multidrug efflux MFS outer membrane protein,Cell wall/membrane/envelope biogenesis,,Op805
PP_1274,PP_1274,AE015451.2,,1456170,1456982,-,Oxidoreductase%2C short-chain dehydrogenase/reductase family,Lipid transport and metabolism,,Op806
PP_1275,PP_1275,AE015451.2,,1457014,1457478,-,conserved protein of unknown function,Function unknown,,Op806
PP_1276,PP_1276,AE015451.2,,1457642,1458100,+,conserved protein of unknown function,No COG annotation,,Op807
PP_1277,algA,AE015451.2,,1458140,1459597,-,mannose-6-phosphate isomerase/mannose-1-phosphate guanylyltransferase,Cell wall/membrane/envelope biogenesis,,Op808
PP_1278,algF,AE015451.2,,1459630,1460277,-,Alginate biosynthesis protein AlgF,Cell wall/membrane/envelope biogenesis,,Op808
PP_1279,algJ,AE015451.2,,1460298,1461464,-,Probable alginate O-acetylase AlgJ,Cell wall/membrane/envelope biogenesis,,Op808
PP_1280,algI,AE015451.2,,1461467,1462924,-,Probable alginate O-acetylase AlgI,Cell wall/membrane/envelope biogenesis,,Op808
PP_1281,algL,AE015451.2,,1463066,1464181,-,Alginate lyase,Cell wall/membrane/envelope biogenesis,,Op808
PP_1282,algX,AE015451.2,,1464178,1465617,-,Alginate biosynthesis protein AlgX,Cell wall/membrane/envelope biogenesis,,Op808
PP_1283,algG,AE015451.2,,1465631,1467190,-,poly(beta-D-mannuronate) C5 epimerase,Cell wall/membrane/envelope biogenesis,,Op808
PP_1284,algE,AE015451.2,,1467213,1468691,-,Alginate production protein AlgE,Cell wall/membrane/envelope biogenesis,,Op808
PP_1285,algK,AE015451.2,,1468688,1470142,-,Alginate biosynthesis protein AlgK,Function unknown,,Op808
PP_1286,alg44,AE015451.2,,1470132,1471298,-,Alginate biosynthesis protein Alg44,Cell wall/membrane/envelope biogenesis,,Op808
PP_1287,alg8,AE015451.2,,1471336,1472826,-,Glycosyltransferase alg8,Cell wall/membrane/envelope biogenesis,,Op808
PP_1288,algD,AE015451.2,,1472904,1474220,-,GDP-mannose 6-dehydrogenase,Cell wall/membrane/envelope biogenesis,,Op808
PP_1289,PP_1289,AE015451.2,,1475021,1475800,-,conserved protein of unknown function%2C DUF328 family,Function unknown,,Op809
PP_1290,PP_1290,AE015451.2,,1475938,1477065,+,polysaccharide deacetylase family protein,Carbohydrate transport and metabolism,,Op810
PP_1291,PP_1291,AE015451.2,,1477347,1478741,+,PhoH family protein,Signal transduction mechanisms,,Op811
PP_1292,moaC,AE015451.2,,1478937,1479407,+,Cyclic pyranopterin monophosphate synthase accessory protein,Coenzyme transport and metabolism,,Op812
PP_1293,moaD,AE015451.2,,1479404,1479652,+,molybdopterin synthase small subunit,Coenzyme transport and metabolism,,Op812
PP_1294,moaE,AE015451.2,,1479655,1480101,+,molybdopterin synthase large subunit,Coenzyme transport and metabolism,,Op812
PP_1295,rhlB,AE015451.2,,1480295,1481737,-,ATP-dependent RNA helicase RhlB,"Translation, ribosomal structure and biogenesis",,Op813
PP_1296,estB,AE015451.2,,1481838,1482494,-,Carboxylesterase 2,Function unknown,,Op814
PP_1297,yhdW,AE015451.2,,1482827,1483855,+,putative amino-acid ABC transporter-binding protein YhdW,Amino acid transport and metabolism,,Op815
PP_1298,yhdX,AE015451.2,,1483923,1485101,+,putative amino acid ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op815
PP_1299,yhdY,AE015451.2,,1485112,1486209,+,putative amino acid ABC transporter - membrane subunit,Inorganic ion transport and metabolism,,Op815
PP_1300,yhdZ,AE015451.2,,1486220,1486984,+,putative amino acid ABC transporter - ATP-binding subunit,Amino acid transport and metabolism,,Op815
PP_1301,degS,AE015451.2,,1487114,1488322,-,quality control serine endoprotease DegS,"Post-translational modification, protein turnover, and chaperones",,Op816
PP_1302,ybgI,AE015451.2,,1488443,1489201,+,putative metal-binding hydrolase-oxidase enzyme,Function unknown,,Op817
PP_1303,cysD,AE015451.2,,1489404,1490321,+,Sulfate adenylyltransferase subunit 2,Coenzyme transport and metabolism,,Op818
PP_1304,cysNC,AE015451.2,,1490338,1492239,+,sulfate adenylyltransferase subunit 1/adenylyl-sulfate kinase,Coenzyme transport and metabolism,,Op818
PP_1305,imm,AE015451.2,,1492334,1492597,-,Colicin-E7 immunity protein,Function unknown,,Op819
PP_1306,PP_1306,AE015451.2,,1492594,1494870,-,Pyocin S-type Killer domain protein,Signal transduction mechanisms,,Op819
PP_1307,PP_1307,AE015451.2,,1494965,1495444,-,AsnC family transcriptional regulator,Transcription,,Op820
PP_1308,mdeA,AE015451.2,,1495572,1496768,+,methionine gamma-lyase,Amino acid transport and metabolism,,Op821
PP_1309,PP_1309,AE015451.2,,1496840,1497277,-,conserved exported protein of unknown function,Function unknown,,Op822
PP_1310,PP_1310,AE015451.2,,1497413,1498048,+,conserved hypothetical protein,Function unknown,,Op823
PP_1311,trpS,AE015451.2,,1498074,1499423,+,Tryptophan--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op823
PP_1312,zapE,AE015451.2,,1499587,1500681,+,putative enzyme with nucleoside triphosphate hydrolase domain,"Cell cycle control, cell division, chromosome partitioning",,Op824
PP_1313,PP_1313,AE015451.2,,1500788,1501708,-,Transcriptional regulator%2C AraC family,Transcription,,Op825
PP_1314,tas,AE015451.2,,1501899,1502939,-,putative NAD(P)-linked reductase,Energy production and conversion,,Op826
PP_1315,rplM,AE015451.2,,1503198,1503626,+,50S ribosomal protein L13,"Translation, ribosomal structure and biogenesis",,Op827
PP_1316,rpsI,AE015451.2,,1503641,1504033,+,30S ribosomal protein S9,"Translation, ribosomal structure and biogenesis",,Op827
PP_1317,petA,AE015451.2,,1504296,1504889,+,Ubiquinol-cytochrome c reductase iron-sulfur subunit,Energy production and conversion,,Op828
PP_1318,petB,AE015451.2,,1504889,1506100,+,Cytochrome b,Energy production and conversion,,Op828
PP_1319,petC,AE015451.2,,1506100,1506879,+,Ubiquinol--cytochrome c reductase%2C cytochrome c1,Inorganic ion transport and metabolism,,Op828
PP_1320,sspA,AE015451.2,,1506996,1507619,+,stringent starvation protein A,"Post-translational modification, protein turnover, and chaperones",,Op829
PP_1321,sspB,AE015451.2,,1507600,1508061,+,ClpXP protease specificity-enhancing factor,Function unknown,,Op829
PP_1322,PP_1322,AE015451.2,,1508123,1508701,-,putative Lipoprotein,Function unknown,,Op830
PP_1323,diaA,AE015451.2,,1508698,1509285,-,factor modulating bacterial replication archosome assembly,Carbohydrate transport and metabolism,,Op830
PP_1324,PP_1324,AE015451.2,,1509378,1509752,-,putative endonuclease distantly related to archaeal Holliday junction resolvase,"Replication, recombination and repair",,Op831
PP_1325,PP_1325,AE015451.2,,1509749,1511566,-,putative lipoprotein,Cell wall/membrane/envelope biogenesis,,Op831
PP_1326,rsmI,AE015451.2,,1511744,1512628,+,16S rRNA 2'-O-ribose C1402 methyltransferase,Coenzyme transport and metabolism,,Op832
